dataset,pipeline,run_label,run_short,item_id,community_id,superclaim,ann_a_is_narr,ann_a_label_match,ann_a_confidence,ann_b_is_narr,ann_b_label_match,ann_b_confidence,merged_a,merged_b
co,cluster,co_harm_persona,cp,hle_24,8,Voters should reject Ballot Measure 1 to prevent severe economic harm to Alaska.,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",4,no,,,match,no
co,cluster,co_harm_persona,cp,hle_25,8,Ballot Measure 1 grants politicians excessive power without providing accountability or public benefit.,unclear,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_26,8,"A broad coalition of Alaskan business, labor, and community leaders opposes Ballot Measure 1.",unclear,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_27,9,The oil and gas industry is the essential foundation of Alaska's economic stability and prosperity.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",5,match,match
co,cluster,co_harm_persona,cp,hle_28,9,Supporting the OneALASKA initiative is necessary to protect Alaska's jobs and economic future.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",3,match,match
co,cluster,co_harm_persona,cp,hle_29,9,Alaska must prioritize its own industrial production and interests over external concerns to ensure viability.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",3,no,,,match,no
co,cluster,co_harm_persona,cp,hle_3,0,"Williams Rocky Mountain Midstream advances Colorado's energy transition by providing affordable, reliable, and clean energy solutions.",yes,Green Innovation and Climate Solutions. Promotes 'clean' or 'green' fossil fuels as part of climate solutions,4,yes,Green Innovation and Climate Solutions. Promotes 'clean' or 'green' fossil fuels as part of climate solutions,5,match,match
co,cluster,co_harm_persona,cp,hle_30,10,Local officials should approve the restart of the Santa Ynez Unit and its associated trucking permits.,yes,"Other (in-domain, no match)",2,no,,,other,no
co,cluster,co_harm_persona,cp,hle_31,10,Restarting the Santa Ynez Unit is necessary to increase funding for local schools and public safety.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",5,match,match
co,cluster,co_harm_persona,cp,hle_32,11,The oil and gas industry is the primary driver of New Mexico's economic stability and public funding.,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",3,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",5,match,match
co,cluster,co_harm_persona,cp,hle_33,11,Energy production creates widespread employment and stimulates diverse economic growth across New Mexico and North Dakota.,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,4,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,5,match,match
co,cluster,co_harm_persona,cp,hle_34,11,The continued expansion of hydraulic fracturing and drilling is necessary for New Mexico's prosperity and national energy security.,yes,"Other (in-domain, no match)",2,yes,"Patriotic Energy mix. Stresses how domestic oil and gas production benefits the nation, including energy independence, energy leadership, and the idea of supporting American energy",5,other,match
co,cluster,co_harm_persona,cp,hle_35,12,The Mariner East and Marcus Hook projects drive economic growth and community revitalization in Pennsylvania.,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",3,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",5,match,match
co,cluster,co_harm_persona,cp,hle_36,12,Prioritizing unionized labor ensures both the economic prosperity of workers and the operational safety of projects.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_37,12,Pennsylvania's energy infrastructure provides essential societal benefits and environmental improvements.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,no,,,match,no
co,cluster,co_harm_persona,cp,hle_38,13,Energy sector workers have a professional and civic obligation to vote to ensure energy reliability.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are necessary to meet energy demand.",3,no,,,match,no
co,cluster,co_harm_persona,cp,hle_39,13,Voting is the primary strategic mechanism for determining national energy policy and industry regulation.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_4,1,Ohio's natural gas and oil production is essential for the daily functioning and quality of life of its residents.,yes,"Other (in-domain, no match)",4,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",3,other,match
co,cluster,co_harm_persona,cp,hle_40,13,Energy workers should organize collectively to increase their political influence and protect their professional interests.,no,,,yes,Community & Resilience. Focuses on the creation and sustainability of jobs by the oil and gas industry.,3,no,match
co,cluster,co_harm_persona,cp,hle_41,13,The outcome of upcoming elections will fundamentally determine the future viability of the American energy industry.,no,,,no,,,no,no
co,cluster,co_harm_persona,cp,hle_42,14,"Energy policy must prioritize reliability, affordability, and resilience over the speed of the clean energy transition.",yes,"Other (in-domain, no match)",3,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",5,other,match
co,cluster,co_harm_persona,cp,hle_43,14,Traditional energy sources are essential to ensure stability during the transition to a cleaner energy future.,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",4,yes,"Pragmatism/Pragmatic Energy mix. Portrays oil and gas as essential, reliable, affordable, and safe energy sources critical for maintaining power systems",5,match,match
